date,Age,Air Conditioner Price,Cosmetics,Employment Rate,Inflation,Bank loan rate,Forex rate,confidence,health,weakness,trajectory,news,Economic development,market,onsite,applicant,drive,wage,active,rental,annuity,rebate,goal,restaurant,takeaway,training,childcare,care,career opportunities,cost of living,economic policies,freelancing,government jobs,loan interest,market prices,national economy,power cut schedule,train schedule,train ticket price,/m/01q82,/g/1211cg58,/m/012_3l,/m/0gfps3,/g/11gbfbpzht
2021-09-01,85,31,33,48,25,39,48,63,87,43,45,77,48,64,51,65,79,47,74,56,46,32,39,56,85,70,63,81,38,18,37,42,26,52,44,25,0,15,13,16,37,20,41,28
2021-10-01,79,34,33,49,35,32,61,69,72,37,33,68,42,67,58,58,81,53,70,58,47,31,26,72,82,65,61,80,41,17,28,22,26,52,44,38,0,17,0,16,0,32,40,26
2021-11-01,76,40,38,42,37,37,45,59,61,44,26,60,44,73,59,59,90,52,67,63,41,32,26,94,73,62,64,81,51,17,29,45,26,52,42,26,0,17,22,18,0,34,35,28
2021-12-01,72,56,32,21,29,26,47,44,75,54,25,65,20,72,61,50,86,41,61,60,33,26,20,94,82,52,49,74,46,15,17,26,20,39,35,21,0,25,26,13,0,19,19,19
2022-01-01,88,65,31,37,38,43,37,50,76,55,27,66,24,74,100,61,100,52,74,67,30,30,22,87,87,62,58,75,52,21,18,52,27,54,42,23,0,21,22,11,31,26,25,24
2022-02-01,75,43,33,62,46,44,42,65,65,52,38,60,51,74,66,69,93,64,75,74,39,33,29,89,72,71,74,86,72,27,34,56,29,62,48,64,0,28,34,21,25,41,49,30
2022-03-01,79,32,33,82,55,43,63,77,69,48,43,60,63,76,63,81,91,62,73,76,65,40,47,84,69,71,68,86,63,50,61,50,27,59,64,47,0,32,32,21,37,52,69,34
2022-04-01,81,26,39,85,76,47,53,81,60,44,38,49,47,87,56,67,95,58,64,70,54,45,39,100,82,66,56,80,52,98,50,49,24,64,60,50,0,31,46,26,30,43,58,28
2022-05-01,80,25,36,100,79,66,58,88,62,43,46,50,61,77,53,73,94,78,71,70,59,55,43,90,70,72,66,85,74,66,81,64,27,81,58,68,0,30,45,55,34,26,63,32
2022-06-01,79,32,34,78,100,71,70,89,62,42,38,46,52,85,50,74,93,100,68,70,62,79,40,94,71,70,69,84,75,60,52,61,29,79,63,49,100,38,48,60,56,42,65,31
